epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,20238.1,0.76812,3.30705,1.03532,0.97776,0.98333,0.98003,0.83541,0.66762,3.8328,0.97127,0.00030906,0.00030906,0.00030906
42,20722.4,0.79404,3.98723,0.98347,0.97974,0.98041,0.98003,0.8218,0.71896,3.75301,1.0076,0.000294061,0.000294061,0.000294061
43,21249.8,0.75284,2.92487,0.98066,0.98218,0.97575,0.98003,0.80091,0.77572,3.63868,1.05554,0.000279063,0.000279063,0.000279063
44,21823.1,0.78652,3.68999,0.95751,0.97625,0.97684,0.98003,0.81423,0.71808,3.4935,1.01984,0.000264064,0.000264064,0.000264064
45,22372.2,0.80228,3.37039,1.02366,0.97625,0.97684,0.98003,0.81423,0.71808,3.4935,1.01984,0.000249066,0.000249066,0.000249066
46,22898.8,0.71663,3.29809,0.99401,0.97529,0.98333,0.98003,0.84766,0.58995,3.33152,0.94709,0.000234068,0.000234068,0.000234068
47,23394.3,0.6431,3.05639,0.93863,0.98417,0.98333,0.98003,0.85216,0.55469,3.19646,0.92958,0.000219069,0.000219069,0.000219069
48,23855.7,0.68515,2.77116,0.91854,0.98866,0.98185,0.98003,0.84137,0.55267,3.12997,0.92909,0.00020407,0.00020407,0.00020407
49,24345.8,0.68488,3.68138,0.98384,0.98866,0.98185,0.98003,0.84137,0.55267,3.12997,0.92909,0.000189072,0.000189072,0.000189072
50,24859.4,0.72825,3.30919,0.9632,0.98895,0.98333,0.98003,0.84952,0.53831,3.1097,0.92383,0.000174074,0.000174074,0.000174074
51,25404.9,0.81587,5.02585,1.03443,0.98642,0.98333,0.98003,0.85216,0.52889,3.11882,0.91979,0.000159075,0.000159075,0.000159075
52,25879.3,0.71607,4.5874,1.04173,0.98477,0.98333,0.98002,0.85395,0.52764,3.16329,0.91948,0.000144077,0.000144077,0.000144077
53,26322,0.72331,4.78671,1.01144,0.98477,0.98333,0.98002,0.85395,0.52764,3.16329,0.91948,0.000129078,0.000129078,0.000129078
54,26783.3,0.7414,4.82482,1.00512,0.98658,0.98118,0.98002,0.84915,0.55314,3.20933,0.92851,0.00011408,0.00011408,0.00011408
55,27216.4,0.65583,4.93024,0.97601,0.9891,0.98215,0.98002,0.84839,0.56954,3.2512,0.93738,9.9081e-05,9.9081e-05,9.9081e-05
56,27673.2,0.62536,4.54919,0.98793,0.99211,0.98333,0.98002,0.8519,0.57308,3.20385,0.94064,8.40825e-05,8.40825e-05,8.40825e-05
57,28138.7,0.67276,5.36032,1.00629,0.99211,0.98333,0.98002,0.8519,0.57308,3.20385,0.94064,6.9084e-05,6.9084e-05,6.9084e-05
58,28605.6,0.71512,5.50825,1.01849,0.99313,0.98333,0.98002,0.85667,0.55476,3.15473,0.9349,5.40855e-05,5.40855e-05,5.40855e-05
59,29085.9,0.69859,4.88822,1.05554,0.99359,0.98333,0.98002,0.86044,0.54363,3.1056,0.93087,3.9087e-05,3.9087e-05,3.9087e-05
60,29617.2,0.60731,4.53996,0.96669,0.99321,0.98333,0.98003,0.85472,0.53126,3.08148,0.92623,2.40885e-05,2.40885e-05,2.40885e-05
