epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,6430.28,0.86678,4.16139,1.05812,0.96368,1,0.995,0.77511,0.83626,6.12533,1.06305,0.000127387,0.000127387,0.000127387
24,6721.24,0.89403,6.19597,1.22993,0.96368,1,0.995,0.77511,0.83626,6.12533,1.06305,0.000129728,0.000129728,0.000129728
25,7019.63,0.80472,4.78057,1.16823,0.94151,1,0.995,0.77243,0.86333,6.13674,1.06458,0.000131769,0.000131769,0.000131769
26,7299.9,0.9519,4.17868,1.09032,0.94151,1,0.995,0.77243,0.86333,6.13674,1.06458,0.000133509,0.000133509,0.000133509
27,7585.9,0.97423,4.49085,1.18114,0.94114,1,0.995,0.781,0.86604,6.04991,1.06174,0.00013495,0.00013495,0.00013495
28,7856.96,0.91007,3.79622,0.99741,0.94114,1,0.995,0.781,0.86604,6.04991,1.06174,0.000136091,0.000136091,0.000136091
29,8170.58,0.66962,3.52652,0.93621,0.93238,1,0.995,0.7748,0.83676,5.75091,1.06715,0.000136932,0.000136932,0.000136932
30,8451.11,0.68072,3.95247,0.96064,0.93238,1,0.995,0.7748,0.83676,5.75091,1.06715,0.000137473,0.000137473,0.000137473
31,8767.4,0.84292,4.60824,1.17452,0.93738,1,0.995,0.78339,0.8361,5.59192,1.09115,0.000137714,0.000137714,0.000137714
32,9028.27,0.84394,4.54652,1.04635,0.93738,1,0.995,0.78339,0.8361,5.59192,1.09115,0.000137654,0.000137654,0.000137654
33,9324.39,0.75112,4.36988,1.08682,0.93915,1,0.995,0.79228,0.78682,5.28006,1.0488,0.000137295,0.000137295,0.000137295
34,9588.25,0.75265,3.37965,0.9893,0.93915,1,0.995,0.79228,0.78682,5.28006,1.0488,0.000136636,0.000136636,0.000136636
35,9850.73,0.75171,4.3587,0.96307,0.9504,1,0.995,0.81549,0.80439,5.10906,1.03945,0.000135677,0.000135677,0.000135677
36,10145.9,0.76191,3.80392,0.96931,0.9504,1,0.995,0.81549,0.80439,5.10906,1.03945,0.000134418,0.000134418,0.000134418
37,10433.7,0.65524,4.31111,0.9205,0.96022,1,0.995,0.78815,0.8368,4.98426,1.05744,0.000132859,0.000132859,0.000132859
38,10761.2,0.80564,4.84802,1.04209,0.96022,1,0.995,0.78815,0.8368,4.98426,1.05744,0.000131001,0.000131001,0.000131001
39,11008.9,0.70694,4.45063,1.08642,0.97112,1,0.995,0.79488,0.78921,4.80827,1.02945,0.000128842,0.000128842,0.000128842
40,11254.9,0.64885,3.01805,0.96809,0.97112,1,0.995,0.79488,0.78921,4.80827,1.02945,0.000126383,0.000126383,0.000126383
41,11524.1,0.72946,4.2496,0.98642,0.97277,1,0.995,0.82097,0.71565,4.71978,0.97787,0.000123624,0.000123624,0.000123624
42,11819.7,0.76634,3.25721,0.94831,0.97277,1,0.995,0.82097,0.71565,4.71978,0.97787,0.000120565,0.000120565,0.000120565
43,12044.5,0.69272,4.69007,1.01501,0.96444,1,0.995,0.83933,0.6369,4.71194,0.93336,0.000117206,0.000117206,0.000117206
44,12285.6,0.75994,3.83657,1.00844,0.96444,1,0.995,0.83933,0.6369,4.71194,0.93336,0.000113548,0.000113548,0.000113548
45,12537.6,0.70406,4.85467,1.02808,0.95905,1,0.995,0.84363,0.61012,4.74685,0.91826,0.000109589,0.000109589,0.000109589
46,12786.6,0.7143,3.41121,0.98519,0.95905,1,0.995,0.84363,0.61012,4.74685,0.91826,0.00010533,0.00010533,0.00010533
47,13034.9,0.74759,3.36333,0.95981,0.96052,1,0.995,0.84246,0.64118,4.80882,0.92989,0.000100772,0.000100772,0.000100772
48,13278.9,0.69592,3.4132,0.88042,0.96052,1,0.995,0.84246,0.64118,4.80882,0.92989,9.59131e-05,9.59131e-05,9.59131e-05
49,13532.4,0.85991,4.39291,1.07874,0.96352,1,0.995,0.83745,0.66014,4.8471,0.93781,9.07546e-05,9.07546e-05,9.07546e-05
50,13786.9,0.6989,3.9137,1.01603,0.96352,1,0.995,0.83745,0.66014,4.8471,0.93781,8.5296e-05,8.5296e-05,8.5296e-05
51,14001.6,0.86926,7.40056,1.10888,0.96556,1,0.995,0.83853,0.66317,4.88918,0.93751,7.95375e-05,7.95375e-05,7.95375e-05
52,14236.1,0.78748,7.51227,0.98843,0.96556,1,0.995,0.83853,0.66317,4.88918,0.93751,7.3479e-05,7.3479e-05,7.3479e-05
53,14457.5,0.84466,6.85858,1.03875,0.96556,1,0.995,0.83853,0.66317,4.88918,0.93751,6.71206e-05,6.71206e-05,6.71206e-05
54,14702.5,0.83044,6.54677,1.02151,0.96684,1,0.995,0.83855,0.66324,4.93204,0.93561,6.04621e-05,6.04621e-05,6.04621e-05
55,14978.2,0.84293,6.79969,1.12459,0.96684,1,0.995,0.83855,0.66324,4.93204,0.93561,5.35037e-05,5.35037e-05,5.35037e-05
56,15222.2,0.81186,6.86921,1.05598,0.96684,1,0.995,0.83855,0.66324,4.93204,0.93561,4.62454e-05,4.62454e-05,4.62454e-05
57,15466,0.8177,6.3534,1.15551,0.96934,0.99977,0.995,0.83896,0.66777,4.93814,0.93604,3.8687e-05,3.8687e-05,3.8687e-05
58,15742.7,0.7011,6.61935,1.05165,0.96934,0.99977,0.995,0.83896,0.66777,4.93814,0.93604,3.08287e-05,3.08287e-05,3.08287e-05
59,15996.1,0.69067,6.43533,0.96097,0.96934,0.99977,0.995,0.83896,0.66777,4.93814,0.93604,2.26705e-05,2.26705e-05,2.26705e-05
60,16232.8,0.75225,7.11937,1.04661,0.97231,0.99975,0.995,0.83896,0.65897,4.86888,0.93076,1.42122e-05,1.42122e-05,1.42122e-05
