epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,1672.73,1.06629,11.039,1.48125,0.07692,1,0.48911,0.3756,0.86471,7.78287,1.06757,0.000133509,0.000133509,0.000133509
27,1742.46,0.82914,9.53451,1.09591,0.06731,1,0.47522,0.35704,0.86819,7.80556,1.07482,0.00013495,0.00013495,0.00013495
28,1805.44,1.02691,7.60197,1.238,0.06731,1,0.47522,0.35704,0.86819,7.80556,1.07482,0.000136091,0.000136091,0.000136091
29,1874.05,1.12808,10.6671,1.2054,0.06614,1,0.50036,0.37906,0.83177,7.82524,1.05972,0.000136932,0.000136932,0.000136932
30,1951.01,1.01896,8.20669,1.33327,0.06614,1,0.50036,0.37906,0.83177,7.82524,1.05972,0.000137473,0.000137473,0.000137473
31,2018.4,1.02047,7.99911,1.17244,0.06216,1,0.56442,0.41725,0.80936,7.82551,1.03824,0.000137714,0.000137714,0.000137714
32,2096.7,1.00141,6.14889,1.10257,0.06216,1,0.56442,0.41725,0.80936,7.82551,1.03824,0.000137654,0.000137654,0.000137654
33,2168.94,1.05544,10.1134,1.29947,0.06237,1,0.59644,0.47085,0.80438,7.74365,1.04935,0.000137295,0.000137295,0.000137295
34,2242.88,0.95492,6.7351,1.05213,0.06237,1,0.59644,0.47085,0.80438,7.74365,1.04935,0.000136636,0.000136636,0.000136636
35,2312.7,0.78814,8.86083,1.08841,0.06086,1,0.6075,0.49696,0.84287,7.82705,1.06328,0.000135677,0.000135677,0.000135677
36,2386.33,0.96163,7.5723,1.20382,0.06086,1,0.6075,0.49696,0.84287,7.82705,1.06328,0.000134418,0.000134418,0.000134418
37,2463.02,0.93875,10.5348,1.17331,0.06095,1,0.61856,0.50146,0.82622,7.8816,1.07028,0.000132859,0.000132859,0.000132859
38,2545.55,1.12341,5.37724,1.23885,0.06095,1,0.61856,0.50146,0.82622,7.8816,1.07028,0.000131001,0.000131001,0.000131001
39,2617.48,0.9614,8.15071,1.1406,0.05842,1,0.6469,0.52387,0.77533,7.78468,1.05326,0.000128842,0.000128842,0.000128842
40,2686.93,0.81202,9.5237,1.13114,0.05842,1,0.6469,0.52387,0.77533,7.78468,1.05326,0.000126383,0.000126383,0.000126383
41,2758.23,0.67202,9.16115,1.15842,0.05531,1,0.80056,0.67616,0.7232,7.58539,1.03417,0.000123624,0.000123624,0.000123624
42,2828.25,0.91323,9.11594,1.21104,0.05531,1,0.80056,0.67616,0.7232,7.58539,1.03417,0.000120565,0.000120565,0.000120565
43,2895.48,0.90518,6.10031,1.16806,0.06246,1,0.93944,0.76619,0.6794,7.47879,1.01753,0.000117206,0.000117206,0.000117206
44,2968.88,0.93523,5.36019,1.12446,0.06246,1,0.93944,0.76619,0.6794,7.47879,1.01753,0.000113548,0.000113548,0.000113548
45,3047.94,0.92024,9.30819,1.2169,0.06064,1,0.93944,0.77194,0.6746,7.46778,1.00279,0.000109589,0.000109589,0.000109589
46,3118.69,0.66798,9.71773,0.98836,0.06064,1,0.93944,0.77194,0.6746,7.46778,1.00279,0.00010533,0.00010533,0.00010533
47,3193.77,0.86579,8.93682,1.23378,0.05754,1,0.93944,0.75969,0.65606,7.43761,0.9838,0.000100772,0.000100772,0.000100772
48,3258.36,0.92536,5.5176,1.04982,0.05754,1,0.93944,0.75969,0.65606,7.43761,0.9838,9.59131e-05,9.59131e-05,9.59131e-05
49,3324.35,1.01469,5.72634,1.05252,0.05532,1,0.93944,0.76393,0.65148,7.4739,0.97088,9.07546e-05,9.07546e-05,9.07546e-05
50,3397.23,0.81146,7.41134,1.14584,0.05532,1,0.93944,0.76393,0.65148,7.4739,0.97088,8.5296e-05,8.5296e-05,8.5296e-05
51,3466.38,1.06589,12.2411,1.21179,0.0518,1,0.93944,0.75392,0.66089,7.55687,0.96128,7.95375e-05,7.95375e-05,7.95375e-05
52,3539.76,1.10757,10.8064,1.3916,0.0518,1,0.93944,0.75392,0.66089,7.55687,0.96128,7.3479e-05,7.3479e-05,7.3479e-05
53,3613.51,0.76726,8.94594,1.05815,0.0518,1,0.93944,0.75392,0.66089,7.55687,0.96128,6.71206e-05,6.71206e-05,6.71206e-05
54,3677.63,0.93644,10.9029,1.19198,0.04545,1,0.93944,0.77346,0.66967,7.64005,0.95821,6.04621e-05,6.04621e-05,6.04621e-05
55,3747.02,0.90465,10.2853,1.24754,0.04545,1,0.93944,0.77346,0.66967,7.64005,0.95821,5.35037e-05,5.35037e-05,5.35037e-05
56,3817.49,0.81033,11.7214,1.13467,0.04545,1,0.93944,0.77346,0.66967,7.64005,0.95821,4.62454e-05,4.62454e-05,4.62454e-05
57,3888.1,1.08914,9.48934,1.36638,0.04167,1,0.995,0.81498,0.68036,7.69985,0.95126,3.8687e-05,3.8687e-05,3.8687e-05
58,3955.25,0.84594,8.78859,1.11879,0.04167,1,0.995,0.81498,0.68036,7.69985,0.95126,3.08287e-05,3.08287e-05,3.08287e-05
59,4024.34,0.75256,10.5875,1.2693,0.04167,1,0.995,0.81498,0.68036,7.69985,0.95126,2.26705e-05,2.26705e-05,2.26705e-05
60,4090.89,0.8563,9.82641,1.19081,0.04131,1,0.995,0.81498,0.67296,7.74377,0.94429,1.42122e-05,1.42122e-05,1.42122e-05
