epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,13846.9,0.91954,6.06273,0.99283,0.71549,0.63881,0.63782,0.49,0.89785,6.87235,1.01139,0.000427562,0.000427562,0.000427562
14,14899.9,0.93004,7.11108,0.99084,0.77968,0.70365,0.68097,0.5113,0.9375,6.87624,1.02612,0.000451482,0.000451482,0.000451482
15,15991.2,0.83872,5.54939,0.95078,0.71194,0.68697,0.67633,0.5227,0.84418,5.90763,0.97943,0.000474027,0.000474027,0.000474027
16,17084.5,0.84039,5.07073,0.96959,0.89604,0.62491,0.69892,0.54584,0.86185,5.84166,0.99483,0.000495198,0.000495198,0.000495198
17,18177.2,0.89537,5.7812,1.02158,0.89691,0.61872,0.74704,0.56108,0.90808,6.00967,1.01302,0.000514994,0.000514994,0.000514994
18,19191.5,0.86659,5.62768,0.99551,0.89648,0.67338,0.77617,0.58459,0.90049,6.16882,0.99656,0.000533416,0.000533416,0.000533416
19,20213.8,0.88587,5.34865,0.99683,0.95572,0.65198,0.7428,0.54435,0.93139,6.10395,1.0212,0.000550463,0.000550463,0.000550463
20,21291,0.81627,5.44585,0.9966,0.94637,0.70954,0.82197,0.62882,0.83814,5.52863,0.99073,0.000566136,0.000566136,0.000566136
21,22448.3,0.82224,5.01854,0.97313,0.93644,0.74952,0.87062,0.67806,0.83677,5.20982,0.99431,0.00055811,0.00055811,0.00055811
22,23520.5,0.84699,4.92703,0.97768,0.94925,0.79129,0.93428,0.71565,0.8648,5.23362,1.01409,0.000544365,0.000544365,0.000544365
23,24575.8,0.89502,5.51695,1.00959,0.92881,0.76889,0.93357,0.70124,0.87095,5.28354,1.00285,0.000530621,0.000530621,0.000530621
24,25660.6,0.79034,4.62166,0.94743,0.83307,0.99107,0.97811,0.74149,0.83011,5.01061,0.98868,0.000516877,0.000516877,0.000516877
25,26728.4,0.84933,4.44372,0.98239,0.93402,0.95422,0.95994,0.7372,0.8576,5.00643,0.99403,0.000503132,0.000503132,0.000503132
26,27799.7,0.82326,4.46185,0.95269,0.9361,0.95306,0.97023,0.73805,0.83329,4.9712,0.98138,0.000489387,0.000489387,0.000489387
27,28966.1,0.82558,4.06664,0.97041,0.94137,0.97701,0.97083,0.75252,0.79331,4.80968,0.96288,0.000475643,0.000475643,0.000475643
28,30065.5,0.8774,4.42646,0.97503,0.88901,0.92829,0.92872,0.70927,0.81528,4.68971,0.96697,0.000461898,0.000461898,0.000461898
29,31108.3,0.79378,5.03566,0.95177,0.88381,0.96749,0.96555,0.72901,0.8348,4.59642,0.9758,0.000448154,0.000448154,0.000448154
30,32210.8,0.78404,4.32781,0.9505,0.90381,0.95846,0.97989,0.74535,0.82633,4.5585,0.97371,0.000434409,0.000434409,0.000434409
31,33249.4,0.74595,3.73443,0.91877,0.90288,0.96563,0.97887,0.76444,0.78769,4.52255,0.96419,0.000420665,0.000420665,0.000420665
32,34316.2,0.75567,4.65819,0.92635,0.90873,0.94734,0.97734,0.74059,0.79094,4.62745,0.97147,0.00040692,0.00040692,0.00040692
33,35418.8,0.92163,4.76349,0.99285,0.91563,0.93944,0.97854,0.7337,0.79135,4.6588,0.97298,0.000393176,0.000393176,0.000393176
34,36483.2,0.88731,4.42938,0.96297,0.91571,0.9668,0.98267,0.74774,0.76598,4.61548,0.95893,0.000379431,0.000379431,0.000379431
35,37589.6,0.76228,4.338,0.93698,0.92051,0.9694,0.97725,0.75918,0.71908,4.4768,0.94058,0.000365687,0.000365687,0.000365687
36,38635.4,0.74053,4.13869,0.91944,0.94733,0.98536,0.97871,0.7813,0.69831,4.21454,0.93094,0.000351942,0.000351942,0.000351942
37,39660.7,0.75035,3.91732,0.92435,0.94921,0.98536,0.98165,0.78882,0.69233,4.12128,0.92672,0.000338198,0.000338198,0.000338198
38,40769.8,0.71163,4.3298,0.94426,0.95166,0.98341,0.98603,0.79676,0.70258,4.17368,0.93201,0.000324453,0.000324453,0.000324453
39,41813.5,0.70941,3.56604,0.92063,0.9557,0.98946,0.98645,0.78377,0.73761,4.30487,0.94434,0.000310709,0.000310709,0.000310709
40,42825.8,0.67306,3.84017,0.90468,0.96451,0.98719,0.98645,0.79258,0.73074,4.22252,0.94419,0.000296964,0.000296964,0.000296964
41,43831.6,0.7038,3.52538,0.87632,0.96556,0.98536,0.98603,0.79895,0.72792,4.0524,0.94352,0.00028322,0.00028322,0.00028322
42,44860,0.69682,3.65689,0.92101,0.9655,0.98536,0.98494,0.79944,0.71223,3.91571,0.93734,0.000269475,0.000269475,0.000269475
43,45899.8,0.75923,4.43226,0.9293,0.96903,0.98536,0.98506,0.80179,0.69634,3.81637,0.9276,0.000255731,0.000255731,0.000255731
44,46906.2,0.68414,3.61084,0.89462,0.97685,0.98536,0.98623,0.82108,0.65456,3.74767,0.9099,0.000241986,0.000241986,0.000241986
45,47991.5,0.75609,4.03358,0.92314,0.98047,0.98741,0.98645,0.82912,0.6287,3.74654,0.90224,0.000228242,0.000228242,0.000228242
46,49057.4,0.64031,3.6973,0.89384,0.97992,0.98263,0.98645,0.82484,0.60909,3.70415,0.89445,0.000214497,0.000214497,0.000214497
47,50125,0.68401,3.40329,0.91186,0.9624,0.99107,0.98645,0.82417,0.60543,3.65975,0.89243,0.000200753,0.000200753,0.000200753
48,51127.4,0.67673,3.62204,0.88486,0.96561,0.98197,0.98645,0.81217,0.59912,3.52731,0.89283,0.000187008,0.000187008,0.000187008
49,52168.9,0.68936,3.24012,0.89059,0.9731,0.98585,0.98645,0.82705,0.58763,3.46928,0.89208,0.000173264,0.000173264,0.000173264
50,53253.8,0.67439,3.49433,0.91845,0.97989,0.98588,0.98645,0.83537,0.58099,3.42889,0.89103,0.00015952,0.00015952,0.00015952
51,54277.3,0.71751,5.72765,0.942,0.9838,0.98306,0.98645,0.84616,0.59718,3.42056,0.89546,0.000145775,0.000145775,0.000145775
52,55270.6,0.68401,5.71013,0.90434,0.98966,0.98003,0.98645,0.83158,0.67572,3.44374,0.91971,0.000132031,0.000132031,0.000132031
53,56293.3,0.68762,5.51261,0.8986,0.98964,0.97984,0.98645,0.82854,0.6951,3.48363,0.9275,0.000118286,0.000118286,0.000118286
54,57274.7,0.62921,5.45463,0.88043,0.98967,0.9798,0.98645,0.82711,0.69086,3.51707,0.92595,0.000104542,0.000104542,0.000104542
55,58260.8,0.66991,5.4952,0.92792,0.9896,0.98043,0.98645,0.83053,0.67004,3.53434,0.91892,9.0797e-05,9.0797e-05,9.0797e-05
56,59237.7,0.66035,5.14506,0.92351,0.98151,0.98699,0.98644,0.84208,0.6052,3.51276,0.90019,7.70525e-05,7.70525e-05,7.70525e-05
57,60233.6,0.67325,5.83182,0.9289,0.98145,0.98696,0.98644,0.84642,0.58733,3.4791,0.89513,6.3308e-05,6.3308e-05,6.3308e-05
58,61174.3,0.66567,5.66137,0.89605,0.98268,0.98779,0.98644,0.85466,0.57856,3.43915,0.89262,4.95635e-05,4.95635e-05,4.95635e-05
59,62242.8,0.65465,5.50308,0.91179,0.9841,0.98735,0.98644,0.85442,0.57463,3.40661,0.89132,3.5819e-05,3.5819e-05,3.5819e-05
60,63288.3,0.63597,5.37768,0.93686,0.9859,0.98733,0.98644,0.85314,0.56936,3.3682,0.88895,2.20745e-05,2.20745e-05,2.20745e-05
