epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,570.438,0.75952,3.33051,0.99952,0.9949,0.74667,0.75177,0.65298,0.63533,3.30045,0.98053,1.818e-05,1.818e-05,1.818e-05
2,1118.57,0.74402,3.2502,1.00822,0.99607,0.74606,0.76302,0.65508,0.66943,3.16722,0.99336,4.47001e-05,4.47001e-05,4.47001e-05
3,1665.65,0.752,2.8935,0.96696,0.99531,0.74667,0.77043,0.66116,0.6501,3.08735,0.98807,7.03202e-05,7.03202e-05,7.03202e-05
4,2246.14,0.79115,2.96959,0.97353,0.96426,0.78667,0.78402,0.66723,0.67085,3.05127,0.98937,9.50405e-05,9.50405e-05,9.50405e-05
5,2840.65,0.73532,2.9719,0.99342,0.97551,0.78667,0.78402,0.66569,0.65722,3.09206,0.98929,0.000118861,0.000118861,0.000118861
6,3468.13,0.85953,4.11595,1.03698,0.9808,0.78667,0.78403,0.66584,0.68223,3.26832,1.00125,0.000141781,0.000141781,0.000141781
7,4078.79,0.76925,3.55797,0.99236,0.98743,0.78533,0.78403,0.66962,0.65403,3.48702,0.97381,0.000163802,0.000163802,0.000163802
8,4746.68,0.7821,3.69005,1.02612,0.98559,0.78667,0.78403,0.66435,0.7476,3.60961,1.01408,0.000184922,0.000184922,0.000184922
9,5372.79,0.79825,3.58599,1.00343,0.98558,0.785,0.78402,0.67289,0.72062,3.64445,1.01502,0.000205143,0.000205143,0.000205143
10,5983.07,0.75027,2.90925,0.93542,0.98313,0.78601,0.78402,0.67128,0.65493,3.5437,0.98136,0.000224464,0.000224464,0.000224464
11,6637.06,0.73724,3.16514,0.98794,0.98156,0.78667,0.78402,0.65897,0.68574,3.26754,0.99373,0.000242885,0.000242885,0.000242885
12,7276.15,0.71267,3.48085,0.9707,0.97128,0.78667,0.78402,0.66206,0.69667,3.23797,1.00341,0.000260406,0.000260406,0.000260406
13,7887.53,0.72675,3.27916,0.96485,0.97873,0.78667,0.78402,0.67473,0.66836,3.27978,0.98433,0.000277027,0.000277027,0.000277027
14,8486.44,0.77236,3.09841,0.96916,0.98376,0.78667,0.78402,0.68683,0.61484,3.27889,0.96181,0.000292748,0.000292748,0.000292748
15,9067.75,0.75677,3.144,0.96228,0.98168,0.78667,0.78403,0.67944,0.66955,3.27515,0.98544,0.000307569,0.000307569,0.000307569
16,9676.56,0.76494,3.40685,0.96449,0.97388,0.78667,0.78403,0.66849,0.69882,3.30893,0.99957,0.000321491,0.000321491,0.000321491
17,10298.8,0.73537,2.87519,0.96937,0.96635,0.78667,0.78403,0.67161,0.66379,3.34134,0.97653,0.000334512,0.000334512,0.000334512
18,10982.1,0.7784,3.10788,0.98928,0.96458,0.78667,0.78403,0.67489,0.64976,3.28938,0.96259,0.000346634,0.000346634,0.000346634
19,11646,0.73861,4.13488,1.01876,0.97065,0.78667,0.78403,0.68233,0.68407,3.31688,0.97462,0.000357855,0.000357855,0.000357855
20,12266,0.70334,3.20005,0.95332,0.99451,0.78667,0.78403,0.67128,0.6826,3.286,0.97335,0.000368177,0.000368177,0.000368177
21,12855.5,0.70993,3.23724,0.98715,0.98842,0.78667,0.78403,0.69038,0.60195,3.14161,0.94629,0.000377599,0.000377599,0.000377599
22,13466.3,0.66313,2.88087,0.92772,0.98534,0.78667,0.78402,0.67576,0.64197,3.00158,0.96277,0.00038612,0.00038612,0.00038612
23,14070.5,0.70213,2.79036,0.94191,0.98706,0.78667,0.78402,0.67373,0.64814,2.94591,0.96361,0.000393742,0.000393742,0.000393742
24,14721.4,0.73419,2.76746,0.95609,0.98487,0.78661,0.78402,0.66358,0.64229,2.97657,0.96699,0.000400464,0.000400464,0.000400464
25,15325,0.74639,2.7123,0.92471,0.97877,0.78422,0.78402,0.66225,0.64871,3.02166,0.97931,0.000406287,0.000406287,0.000406287
26,15924.9,0.68914,2.84409,0.97107,0.9679,0.78314,0.78402,0.6569,0.67459,3.14576,0.99766,0.000411209,0.000411209,0.000411209
27,16506.6,0.65529,3.01195,0.97423,0.97168,0.77732,0.78402,0.65908,0.65584,3.24334,0.98618,0.000415231,0.000415231,0.000415231
28,17130.1,0.693,2.63172,0.93569,0.98544,0.78449,0.78402,0.67886,0.59785,3.18548,0.95887,0.000418354,0.000418354,0.000418354
29,17768.1,0.75771,3.14914,0.9589,0.98544,0.78449,0.78402,0.67886,0.59785,3.18548,0.95887,0.000420576,0.000420576,0.000420576
30,18434.2,0.73219,2.76149,0.99229,0.98854,0.78441,0.78402,0.68873,0.5954,3.09336,0.95468,0.000421899,0.000421899,0.000421899
31,19111.4,0.69981,2.72368,0.98397,0.99013,0.77519,0.81705,0.6974,0.61276,2.98366,0.9578,0.000422321,0.000422321,0.000422321
32,19726.2,0.71034,2.71739,0.95034,0.97016,0.78378,0.8006,0.6955,0.60007,2.93477,0.9526,0.000421844,0.000421844,0.000421844
33,20335.3,0.67002,2.57336,0.94207,0.97016,0.78378,0.8006,0.6955,0.60007,2.93477,0.9526,0.000420467,0.000420467,0.000420467
34,20909.4,0.64948,2.893,0.9528,0.9733,0.78667,0.78608,0.68515,0.62912,2.84904,0.9628,0.000414049,0.000414049,0.000414049
35,21481.8,0.7044,2.63217,0.95099,0.97774,0.78667,0.78521,0.68519,0.60741,2.79747,0.94894,0.000399051,0.000399051,0.000399051
36,22104.5,0.67614,2.70575,0.91905,0.977,0.78504,0.78531,0.68476,0.61211,2.75497,0.95317,0.000384052,0.000384052,0.000384052
37,22768.5,0.63494,2.61968,0.91743,0.977,0.78504,0.78531,0.68476,0.61211,2.75497,0.95317,0.000369054,0.000369054,0.000369054
38,23415.4,0.62066,3.04295,0.90598,0.97862,0.78667,0.78516,0.69743,0.59131,2.69967,0.94314,0.000354055,0.000354055,0.000354055
39,24050.1,0.64679,2.69857,0.90114,0.98282,0.78667,0.78528,0.70266,0.54639,2.6411,0.92851,0.000339057,0.000339057,0.000339057
40,24689.9,0.66749,2.65017,0.95961,0.98638,0.78667,0.7864,0.69752,0.54802,2.59038,0.92273,0.000324058,0.000324058,0.000324058
41,25312,0.65006,2.67661,0.92766,0.98638,0.78667,0.7864,0.69752,0.54802,2.59038,0.92273,0.00030906,0.00030906,0.00030906
42,25934.3,0.66964,2.36514,0.9383,0.98888,0.78667,0.79659,0.70628,0.54281,2.54544,0.91882,0.000294061,0.000294061,0.000294061
43,26609.9,0.6063,2.54791,0.90366,0.98873,0.78654,0.89413,0.78674,0.53906,2.51113,0.92692,0.000279063,0.000279063,0.000279063
44,27248.7,0.59348,2.38697,0.89894,0.98795,0.78667,0.92302,0.77086,0.58765,2.5299,0.95239,0.000264064,0.000264064,0.000264064
45,27899.2,0.62434,2.45215,0.90478,0.98795,0.78667,0.92302,0.77086,0.58765,2.5299,0.95239,0.000249066,0.000249066,0.000249066
46,28537.1,0.6313,2.52465,0.92062,0.9864,0.78667,0.93302,0.79823,0.57973,2.49058,0.93799,0.000234068,0.000234068,0.000234068
