epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,34794.9,0.59722,1.93746,0.89969,0.97953,0.9875,0.98303,0.87188,0.47973,1.68718,0.87858,0.000219069,0.000219069,0.000219069
48,35507,0.51966,1.51598,0.87649,0.98026,0.9875,0.98303,0.86509,0.47846,1.69303,0.87331,0.00020407,0.00020407,0.00020407
49,36270,0.57406,1.63606,0.91841,0.97848,0.98253,0.98304,0.88312,0.47898,1.6911,0.86956,0.000189072,0.000189072,0.000189072
50,37064.4,0.6166,1.62785,0.88524,0.97883,0.98129,0.98304,0.87963,0.47666,1.67803,0.86804,0.000174074,0.000174074,0.000174074
51,37820.8,0.60246,2.65821,0.95782,0.97874,0.98269,0.98304,0.87988,0.47197,1.65243,0.86556,0.000159075,0.000159075,0.000159075
52,38556.9,0.59579,2.45288,0.92359,0.97886,0.9836,0.98304,0.87688,0.45942,1.64541,0.86174,0.000144077,0.000144077,0.000144077
53,39265.7,0.61254,2.85839,0.91578,0.97783,0.9875,0.98304,0.86227,0.46236,1.64785,0.86205,0.000129078,0.000129078,0.000129078
54,39920,0.52548,2.68216,0.89633,0.97549,0.9875,0.98304,0.84918,0.48109,1.66635,0.868,0.00011408,0.00011408,0.00011408
55,40602.4,0.56157,2.45102,0.92002,0.97505,0.98716,0.98303,0.84649,0.49504,1.67895,0.87268,9.9081e-05,9.9081e-05,9.9081e-05
56,41283,0.53724,2.53382,0.88869,0.97592,0.98688,0.98303,0.84725,0.48799,1.6716,0.87039,8.40825e-05,8.40825e-05,8.40825e-05
57,42018.9,0.56745,2.56767,0.88789,0.97834,0.98683,0.98304,0.85573,0.46929,1.65244,0.86379,6.9084e-05,6.9084e-05,6.9084e-05
58,42750.3,0.5232,2.59972,0.87337,0.98012,0.9875,0.98304,0.85855,0.45445,1.6362,0.85906,5.40855e-05,5.40855e-05,5.40855e-05
59,43443.6,0.53054,2.45541,0.90781,0.98141,0.9875,0.98303,0.8793,0.44208,1.62358,0.85482,3.9087e-05,3.9087e-05,3.9087e-05
60,44175,0.5082,2.45019,0.88847,0.98144,0.9875,0.98304,0.87579,0.43538,1.61478,0.85262,2.40885e-05,2.40885e-05,2.40885e-05
